CaseKey,Group,Condition,V_energy,V_conflict,V_bmiwt
MiddleAged_Female_case1,MiddleAged_Female,Guardrail_hard,0,0,0
MiddleAged_Female_case1,MiddleAged_Female,Guardrail_hard,0,0,0
MiddleAged_Female_case1,MiddleAged_Female,Guardrail_hard,0,0,0
MiddleAged_Female_case2,MiddleAged_Female,PureDiCE,0,0,0
MiddleAged_Female_case2,MiddleAged_Female,PureDiCE,0,0,0
MiddleAged_Female_case2,MiddleAged_Female,PureDiCE,0,0,0
MiddleAged_Female_case2,MiddleAged_Female,PureDiCE,0,0,0
MiddleAged_Female_case2,MiddleAged_Female,Guardrail_soft,0,0,0
MiddleAged_Female_case2,MiddleAged_Female,Guardrail_soft,1,1,0
MiddleAged_Female_case2,MiddleAged_Female,Guardrail_soft,0,0,0
MiddleAged_Female_case2,MiddleAged_Female,Guardrail_soft,0,0,0
MiddleAged_Female_case2,MiddleAged_Female,Guardrail_hard,0,0,0
MiddleAged_Female_case2,MiddleAged_Female,Guardrail_hard,0,0,0
MiddleAged_Female_case2,MiddleAged_Female,Guardrail_hard,0,0,0
MiddleAged_Female_case2,MiddleAged_Female,Guardrail_hard,0,0,0
MiddleAged_Female_case3,MiddleAged_Female,PureDiCE,0,0,0
MiddleAged_Female_case3,MiddleAged_Female,PureDiCE,0,0,1
MiddleAged_Female_case3,MiddleAged_Female,PureDiCE,0,0,1
MiddleAged_Female_case3,MiddleAged_Female,PureDiCE,1,0,1
MiddleAged_Female_case3,MiddleAged_Female,Guardrail_soft,0,0,0
MiddleAged_Female_case3,MiddleAged_Female,Guardrail_soft,0,1,1
MiddleAged_Female_case3,MiddleAged_Female,Guardrail_soft,0,0,1
MiddleAged_Female_case3,MiddleAged_Female,Guardrail_soft,0,0,1
MiddleAged_Female_case3,MiddleAged_Female,Guardrail_hard,0,0,0
MiddleAged_Female_case3,MiddleAged_Female,Guardrail_hard,0,0,0
MiddleAged_Female_case3,MiddleAged_Female,Guardrail_hard,0,0,0
MiddleAged_Female_case3,MiddleAged_Female,Guardrail_hard,0,0,0
Older_Male_case1,Older_Male,PureDiCE,0,0,0
Older_Male_case1,Older_Male,PureDiCE,0,1,0
Older_Male_case1,Older_Male,PureDiCE,0,1,0
Older_Male_case1,Older_Male,PureDiCE,0,0,0
Older_Male_case1,Older_Male,Guardrail_soft,0,0,0
Older_Male_case1,Older_Male,Guardrail_soft,0,0,0
Older_Male_case1,Older_Male,Guardrail_soft,0,0,0
Older_Male_case1,Older_Male,Guardrail_soft,0,0,0
Older_Male_case1,Older_Male,Guardrail_hard,0,0,0
Older_Male_case1,Older_Male,Guardrail_hard,0,0,0
Older_Male_case1,Older_Male,Guardrail_hard,0,0,0
Older_Male_case1,Older_Male,Guardrail_hard,0,0,0
Older_Male_case2,Older_Male,PureDiCE,0,0,0
Older_Male_case2,Older_Male,PureDiCE,0,1,0
Older_Male_case2,Older_Male,PureDiCE,0,0,0
Older_Male_case2,Older_Male,PureDiCE,0,0,0
Older_Male_case2,Older_Male,Guardrail_soft,0,0,0
Older_Male_case2,Older_Male,Guardrail_soft,0,0,0
Older_Male_case2,Older_Male,Guardrail_soft,0,0,0
Older_Male_case2,Older_Male,Guardrail_soft,0,0,0
Older_Male_case2,Older_Male,Guardrail_hard,0,0,0
Older_Male_case2,Older_Male,Guardrail_hard,0,0,0
Older_Male_case2,Older_Male,Guardrail_hard,0,0,0
Older_Male_case2,Older_Male,Guardrail_hard,0,0,0
Older_Male_case3,Older_Male,PureDiCE,0,0,0
Older_Male_case3,Older_Male,PureDiCE,0,0,0
Older_Male_case3,Older_Male,PureDiCE,0,0,0
Older_Male_case3,Older_Male,PureDiCE,0,0,0
Older_Male_case3,Older_Male,Guardrail_soft,0,0,0
Older_Male_case3,Older_Male,Guardrail_soft,0,0,0
Older_Male_case3,Older_Male,Guardrail_soft,0,1,0
Older_Male_case3,Older_Male,Guardrail_hard,0,0,0
Older_Male_case3,Older_Male,Guardrail_hard,0,0,0
Older_Male_case3,Older_Male,Guardrail_hard,0,0,0
Older_Female_case1,Older_Female,PureDiCE,0,1,0
Older_Female_case1,Older_Female,PureDiCE,0,1,0
Older_Female_case1,Older_Female,PureDiCE,0,1,0
Older_Female_case1,Older_Female,PureDiCE,0,1,0
Older_Female_case1,Older_Female,Guardrail_soft,0,1,0
Older_Female_case1,Older_Female,Guardrail_soft,0,1,0
Older_Female_case1,Older_Female,Guardrail_soft,0,1,0
Older_Female_case1,Older_Female,Guardrail_soft,0,1,0
Older_Female_case1,Older_Female,Guardrail_hard,0,0,0
Older_Female_case1,Older_Female,Guardrail_hard,0,0,0
Older_Female_case1,Older_Female,Guardrail_hard,0,0,0
Older_Female_case1,Older_Female,Guardrail_hard,0,0,0
Older_Female_case2,Older_Female,PureDiCE,0,1,0
Older_Female_case2,Older_Female,PureDiCE,0,0,0
Older_Female_case2,Older_Female,PureDiCE,0,1,0
Older_Female_case2,Older_Female,PureDiCE,0,1,0
Older_Female_case2,Older_Female,Guardrail_soft,0,1,0
Older_Female_case2,Older_Female,Guardrail_soft,0,1,0
Older_Female_case2,Older_Female,Guardrail_soft,0,0,0
Older_Female_case2,Older_Female,Guardrail_soft,0,1,0
Older_Female_case2,Older_Female,Guardrail_hard,0,0,0
Older_Female_case2,Older_Female,Guardrail_hard,0,0,0
Older_Female_case2,Older_Female,Guardrail_hard,0,0,0
Older_Female_case2,Older_Female,Guardrail_hard,0,0,0
Older_Female_case3,Older_Female,PureDiCE,0,0,0
Older_Female_case3,Older_Female,PureDiCE,0,0,0
Older_Female_case3,Older_Female,PureDiCE,0,0,0
Older_Female_case3,Older_Female,PureDiCE,0,0,0
Older_Female_case3,Older_Female,Guardrail_soft,0,0,0
Older_Female_case3,Older_Female,Guardrail_soft,0,1,0
Older_Female_case3,Older_Female,Guardrail_soft,0,0,0
Older_Female_case3,Older_Female,Guardrail_soft,0,0,0
Older_Female_case3,Older_Female,Guardrail_hard,0,0,0
Older_Female_case3,Older_Female,Guardrail_hard,0,0,0
Older_Female_case3,Older_Female,Guardrail_hard,0,0,0
Older_Female_case3,Older_Female,Guardrail_hard,0,0,0
